sessionId,askAnswerId,machineId,rating,machineName,firstQuestion,firstAnswer,language
1761223682630,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,2,TheMall-004,how much does it cost to park a car,"I'm sorry, I couldn't find information about the cost to park a car here.
If I misunderstood your question, please ask again.",en-US
1761221894568,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,3,TheMall-002,น้องปันอยู่ไหน น้องขวัญอยู่ไหน,"น้องปันอยู่ที่ร้าน PanCosmetic ค่ะ
ร้านนี้อยู่ที่ The Mall Lifestore Bangkae ชั้น M
ให้บริการวิเคราะห์ผิวและผลิตภัณฑ์ดูแลผิวหลากหลายแบบค่ะ
ส่วนข้อมูลของน้องขวัญ ฉันขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับน้องขวัญ
ถ้าคุณต้องการสอบถามเพิ่มเติมเกี่ยวกับน้องปันหรือร้านอื่น ๆ บอกได้นะคะ",th-TH
1761211353224,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: Directory,"You’re now at The Mall Life Store Ngamwongwan.
Is there any store or brand you’d like to find? I can help you with that!",en-US
1761211232032,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: promotion,There are many promotions available now. You can click the cards below to see more details.,en-US
1761204031536,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1761116273098,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,สวัสดี,สวัสดีครับ! มีอะไรให้ให้ช่วยหรือแนะนำไหมครับ?,th-TH
1761043246264,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,1,TheMall-003,ตอนนี้ The Mall มีงานอะไรจัดอยู่บ้าง,"ตอนนี้ที่ The Mall Lifestore มีงานจัดอยู่หลายงานค่ะ
1. THE MALL LIFESTORE FAMILY FUN FEST จัดตั้งแต่15 กันยายน ถึง31 ตุลาคม2025
- มีกิจกรรมสนุกๆ สำหรับครอบครัวมากมาย
- สมาชิก M CARD ช้อปครบ5,000 บาท รับ FAMILY FUN PACK มูลค่ากว่า3,000 บาท
- มีลุ้นรางวัลใหญ่ เช่น ตั๋วเครื่องบิน โรงแรม และของรางวัลอื่นๆ
- เล่นเกม AR HUNT เพื่อรับคูปองส่วนลดแฟชั่นและร้านอาหาร
2. Kids Carnival ที่ The Mall Lifestore Ngamwongwan ชั้น1
- งานชั่วคราว มีโชว์และโปรโมชั่นสำหรับเด็ก
3. THE MALL LIFESTORE IT & ELECTRONICS New Generation Full Promo
- โปรโมชั่นสินค้าไอทีและอิเล็กทรอนิกส์ถึง31 ตุลาคม2025
- แลกคะแนน M POINT รับคูปองเงินสด และมีแผนผ่อน0% สูงสุด36 เดือน
4. THE MALL LIFESTORE HAPPY EAT
- โปรโมชั่นสำหรับผู้ถือบัตรเครดิต ttb ถึง31 ตุลาคม2025
- ส่วนลด200 บาท เมื่อทานครบ1,000 บาทที่ร้านอาหารที่ร่วมรายการในวันศุกร์-อาทิตย์
5. Happy Monday Deals at Gourmet Eats
- ส่วนลด50 บาท สำหรับสมาชิก M CARD ทุกวันจันทร์ ถึง24 พฤศจิกายน2025
- ร้านอาหารที่ร่วมรายการ เช่น Bonchon, Olivetto, SUBWAY และอื่นๆ
ถ้าคุณสนใจงานไหนเป็นพิเศษ หรืออยากทราบรายละเอียดเพิ่มเติม แจ้งได้นะคะ",th-TH
1761016111529,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่าง,th-TH
1760954260230,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,เปิดเพลงซ่อนไม่หาให้หน่อยได้ไหม,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับการเปิดเพลงซ่อนไม่หาให้หน่อยค่ะ,th-TH
1760954209032,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,You can open music?,Yes!,en-US
1760872845864,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,2,TheMall-003,quick reply: MCard,MCard comes in various types. You can click the cards below to explore them.,en-US
1760872818483,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,3,TheMall-003,quick reply: promotion,ตอนนี้มีหลายโปรโมชัน สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760870473114,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,1,TheMall-003,quick reply: Directory,You’re now at The Mall Life Store Ngamwongwan.,en-US
1760870448157,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,ห้อง Platinum M Lounge อยู่ที่ไหน,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับที่ตั้งของห้อง Platinum M Lounge,th-TH
1760870380631,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,MR.D.I.Y.,MR.D.I.Y. is located on the6th floor of The Mall Lifestore Ngamwongwan.,en-US
1760858851597,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,2,TheMall-001,quick reply: Directory,You’re now at The Mall Life Store Bangkapi.,en-US
1760793332838,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,2,TheMall-002,Starbucks ที่เดอะมอลล์บางแคมีกี่สาขาครับ,STARBUCKS ที่เดอะมอลล์บางแคมี2 สาขาค่ะ,th-TH
1760790261603,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,4,TheMall-001,ร้านอาหารเกาหลี,มีร้านอาหารเกาหลีในเดอะมอลล์บางกะปิหลายร้านเลยค่ะ,th-TH
1760786876778,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,1,TheMall-004,Hello,Hello!,en-US
1760778810015,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,4,TheMall-004,quick reply: promotion,ตอนนี้มีหลายโปรโมชัน สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760774246296,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,Adidas,Adidas อยู่ที่ The Mall Lifestore Ngamwongwan ค่ะ,th-TH
1760772088367,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,4,TheMall-004,quick reply: promotion,ตอนนี้มีหลายโปรโมชัน สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760710831850,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,2,TheMall-003,สวัสดี อยากกิน Starbucks จะอยู่ไหน,STARBUCKS อยู่ที่ The Mall Lifestore Ngamwongwan ค่ะ,th-TH
1760705549320,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,1,TheMall-003,อยากกินอะไรที่อร่อย,ที่ The Mall Lifestore Ngamwongwan มีฟู้ดคอร์ตอยู่ที่ชั้น G ค่ะ,th-TH
1760699136300,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,quick reply: MCard,MCard comes in various types. You can click the cards below to explore them.,en-US
1760671737908,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,quick reply: promotion,There are many promotions available now. You can click the cards below to see more details.,en-US
1760621947371,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,ชื่ออะไร,ฉันคือ M-Agent ค่ะ,th-TH
1760596289680,RATING,135ef541-0de0-41cb-bd1f-c909b3ddb9a3,1,TheMall-001,Watch Galleria,ขออภัยค่ะ ฉันไม่พบข้อมูลเกี่ยวกับโปรโมชั่นของ Watch Galleria,th-TH
1760595014132,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,2,TheMall-004,quick reply: Directory,ขณะนี้ลูกค้าอยู่ที่เดอะมอลล์ไลฟ์สโตร์ ท่าพระ นะคะ,th-TH
1760592025876,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: Directory,You’re now at The Mall Life Store Ngamwongwan.,en-US
1760591990266,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: promotion,ตอนนี้มีหลายโปรโมชัน สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591951311,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591910405,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591877319,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591836233,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591809451,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591746021,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard comes in various types. You can click the cards below to explore them.,en-US
1760591705058,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,3,TheMall-004,quick reply: promotion,There are many promotions available now. You can click the cards below to see more details.,en-US
1760591686260,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760586836585,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,3,TheMall-004,quick reply: Directory,You’re now at The Mall Life Store Tha Phra.,en-US
1760591648706,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard มีหลากหลายรูปแบบ สามารถคลิกดูได้ตาม Card ด้านล่างเลยนะคะ,th-TH
1760591594924,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: Directory,You’re now at The Mall Life Store Ngamwongwan.,en-US
1760591524923,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: promotion,There are many promotions available now. You can click the cards below to see more details.,en-US
1760588924703,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,quick reply: MCard,MCard comes in various types. You can click the cards below to explore them.,en-US
1760583504907,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,Super Rich with 4,"I'm sorry, I couldn't find information about ""Super Rich with4"".",en-US
1760583331503,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,สวัสดีค่ะ,สวัสดีค่ะ! มีอะไรให้ให้ช่วยหรือแนะนำไหมคะ?,th-TH
1760536583591,RATING,53c8aecf-7c86-4034-9b84-ffa5b9bb11a1,4,TheMall-002,quick reply: promotion,เพื่อให้ข้อมูลที่แม่นยำที่สุด,th-TH
1760529244087,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,สวัสดีค่ะ,สวัสดีค่ะ! มีอะไรให้ให้ช่วยหรือแนะนำไหมคะ?,th-TH
1760528266873,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,4,TheMall-004,ธนาคารออมสินอยู่ชั้นไหนคะ,เพื่อให้ข้อมูลที่แม่นยำที่สุด,th-TH
1760528152165,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,4,TheMall-004,ซื้ออะไรดีคะ,สวัสดีค่ะ! ถ้าคุณลูกค้ากำลังมองหาสินค้าดี ๆ แนะนำให้ลองดูโปรโมชั่นร้อนแรงตอนนี้นะคะ,th-TH
1760517435596,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,4,TheMall-003,M Card,M Card คือบัตรสมาชิกที่ให้คุณสะสมคะแนน M Point ทุกการใช้จ่ายในศูนย์การค้าของ The Mall Group ค่ะ,th-TH
1760515371003,RATING,7cf9a0bf-c5f3-4128-aded-8f86f8879f5e,1,TheMall-003,quick reply: promotion,"สวัสดีค่ะ! ตอนนี้มีโปรโมชั่นหลากหลายที่น่าสนใจมากเลยค่ะ เช่น- โปรโมชั่นช้อปปิ้งที่สาขางามวงศ์วาน รับคูปองเงินสด300 บาท เมื่อใช้จ่ายครบ1,500 บาทขึ้นไปกับแบรนด์แฟชั่นและกีฬา พร้อมส่วนลดสูงสุด25% ที่ร้าน H&M, ADIDAS และร้านอื่นๆ ตั้งแต่3 กรกฎาคม ถึง17 สิงหาคม2568 ค่ะ- โปรโมชั่น Exclusive Secret Deal ที่สาขางามวงศ์วาน รับคูปองเงินสดหรือเงินคืนสูงสุด1,600 บาท เมื่อใช้จ่ายและแลกคะแนนตามเงื่อนไขในช่วงวันที่25-28 กรกฎาคม และช่วงวันศุกร์-อาทิตย์ของเดือนสิงหาคม2568 ค่ะ- โปรโมชั่นความงาม ซื้อ1 แถม1 ที่ร้านความงามและคลินิกที่ร่วมรายการ พร้อมรับคูปองเงินสดสูงสุด3,800 บาทสำหรับผู้ถือบัตรเครดิต BANGKOK BANK M VISA ตั้งแต่วันนี้ถึง30 กันยายน2568 ค่ะ- สิทธิพิเศษสำหรับสมาชิก M Card ใหม่ที่ลงทะเบียนผ่านแอป M Card รับคูปองส่วนลดรวม350 บาท และชั่วโมงจอดรถฟรีเพิ่มอีก1 ชั่วโมงต่อเดือน ถึง31 ตุลาคม2568 ค่ะ- โปรโมชั่น The Bicester รับส่วนลด10% พร้อมบริการพิเศษสำหรับสมาชิก M Card และบัตรเครดิตบางประเภทค่ะถ้าคุณลูกค้าสนใจโปรโมชั่นใดเป็นพิเศษ หรืออยากทราบรายละเอียดเพิ่มเติม แจ้งได้นะคะ",th-TH
1760508464640,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,4,TheMall-004,杰克诺是什么？,我在购物中心没有找到关于“杰克诺”的信息。,zh-CN
1760500052721,RATING,c9f04fd5-e1d4-47a5-8866-ac555bced1d3,3,TheMall-004,M Card,M Card คือบัตรสมาชิกที่ให้คุณสะสมคะแนน M Point ทุกการใช้จ่ายในศูนย์การค้าของ The Mall Group ค่ะ,th-TH